ID,Mission Date,Operation,Country,SERVICE,Unit,Mission design series aircraft,Mission Number,Time of Day,Departure,Number of Planes Attacking,Call Sign,Weapons Expendend,Weapon Type,Weapon Weight,Bomb Load,Latitude,Longitude,Target Location,Target Country,Target Type,Launching Base,Base Latitude,Base Longitude,Bomb Damage Assessment,Enemy Action,Route Details,ISR COLLECTED,Friendly Casualties,WEATHER,Altitude,Date of Record
1204,7/6/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.534,12.73,Lower Piave,,Troops and camps,,,,,,,,,,,6/10/2016
1090,11/20/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.922289,11.930373,Lower Val Piave near Quero,Italy,Enemy troop columns,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1091,11/21/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.922289,11.930373,Lower Val Piave near Quero,Italy,Enemy troop columns,Padua / St. Pelagius,,,,,,,,,,6/10/2016
932,7/22/1917,,Italy,,,Airship,,,Night,1,M-12,,,,2200,45.8,13.6167,M. Hermada,Italy,Batteries on Reverse Slope,,,,,,,,,,15000,6/10/2016
1154,3/11/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8247222,12.5341667,Mansue,Italy,Airfields,,,,,,,,,,,6/10/2016
1156,3/11/1918,,Italy,,,Airship,,,Night,1,M-14,,,2800,2200,45.8247222,12.5341667,Mansue,Italy,Airdrome,,,,,,,,,,15000,6/10/2016
1302,8/9/1918,,USA,,,Caproni Ca.32,,,,3,,,,2340,780,45.8247222,12.5341667,Mansue,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1355,10/6/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.8247222,12.5341667,Mansue,Italy,Airdrome and printed matter drop in vicinity,,,,,,,,,,15000,6/10/2016
1381,9/17/1918,,USA,,,Caproni Ca.32,,,Night,4,,,,3120,780,45.8247222,12.5341667,Mansue,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1383,9/18/1918,,USA,,,Caproni Ca.32,,,Night,1,,,,780,780,45.8247222,12.5341667,Mansue,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1341,9/29/1918,,Italy,,,Airship,,,Night,1,M-14,,,,2200,45.8247222,12.5341667,Mansue - S. Vito - Calliano,Italy,500 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
936,7/30/1917,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8,13.6167,Marchina and Monte Hermanda / Prosecco,Italy,Enemy Barracks /Aerodrome,,,,,,,,,,,6/10/2016
1269,7/21/1918,,USA,,,Caproni Ca.32,,,Night,2,,,,1560,780,46.45,10.8333333,Matarello,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1193,6/10/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,46.45,10.8333333,Matarello,,airfields / rail station N of Trento / Columns on the move,,,,,,,,,,,6/10/2016
1241,7/23/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,46.45,10.8333333,Matarello,,rail centers,,,,,,,,,,,6/10/2016
885,6/15/1916,,Italy,,,Caproni Ca.32,,,,,,,,,780,46.45,10.8333333,Matarello (Lagarina Valley),Italy,Rail Station,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
908,9/18/1916,,Italy,,,Caproni Ca.32,,,,2,,,,1560,780,46.45,10.8333333,Matarello (Lagarina Valley),Italy,,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
886,6/15/1916,,Italy,,,Caproni Ca.32,,,,6,,,,4680,780,46.45,10.8333333,Matarello (Lagarina Valley),Italy,Rail Station,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1172,3/29/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,46.45,10.8333333,Matarello / Primolano,Italy,Rail Facilites,,,,,,,,,,,6/10/2016
1173,3/30/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,46.45,10.8333333,Matarello / Primolano,Italy,Rail Facilites,,,,,,,,,,,6/10/2016
1085,6/8/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.45,10.8333333,Mattarello,Italy,Rail line construction and station,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1087,6/14/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.45,10.8333333,Mattarello,Italy,Rail line construction,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1169,11/2/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.45,10.8333333,Mattarello,Italy,Rail Station,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1196,6/16/1918,,Italy,,,Caproni Ca.32,,,,,,,,8000,,46.45,10.8333333,Mattarello,Italy,Enemy warehouses and main LOC's,,,,,,,,,,,6/10/2016
1073,3/18/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.45,10.8333333,Mattarello (Trento),Italy,Rail line construction,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1076,5/10/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.45,10.8333333,Mattarello (Trento),Italy,Rail Station,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1104,7/15/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.20722,11.128432,Mezzocorona,Italy,Rail works and propaganda drop,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1109,8/5/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.20722,11.128432,Mezzocorona and Mezolombardo,Italy,"""Rail construction at Mezocoronal, manifesto drop at Mezolombardo""",Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1268,7/20/1918,,USA,,,Caproni Ca.32,,,Night,1,,,PROPAGANDA,780,780,46.2166667,11.0833333,Mezzolombardo,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1280,7/30/1918,,USA,,,Caproni Ca.32,,,Night,1,,,PROPAGANDA,780,780,46.2166667,11.0833333,Mezzolombardo,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1386,9/25/1918,,USA,,,Caproni Ca.32,,,Night,1,,,PROPAGANDA,780,780,46.2166667,11.0833333,Mezzolombardo,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1387,9/27/1918,,USA,,,Caproni Ca.32,,,Night,1,,,PROPAGANDA,780,780,46.2166667,11.0833333,Mezzolombardo,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1081,6/6/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.2166667,11.0833333,Mezzolomobardo (Trento),Italy,Rail Station,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
985,7/14/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.698555,13.734899,Miramare and Trieste,Italy,,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1010,8/14/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,46.1469,13.7389,Modrea & Modrejce (South of Tolmino - Isonzo),Slovenia,,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1020,8/19/1917,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.1469,13.7389,Modreya Senica and Santa Lucia di Tolmino,Slovenia,Barracks and rail ine,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1021,8/22/1917,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.1469,13.7389,Modreya Senica and Santa Lucia di Tolmino,Slovenia,Barracks and rail ine,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
993,8/18/1917,,Italy,,,Airship,,,Night,1,M-10,,,,2200,46.1469,13.7389,Modreya Snica and Santa Lucia,Italy,Barracks and Rail Construction,Spilimbergo,46.1113,12.8991,,,,,,,15000,6/10/2016
995,8/22/1917,,Italy,,,Airship,,,Night,1,M-10,,,,2200,46.1469,13.7389,Modreya Snica and Santa Lucia,Italy,Barracks and Rail Construction,Spilimbergo,46.1113,12.8991,,,,,,,15000,6/10/2016
891,6/27/1916,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.990796,11.265018,Monte Rovere (SE of Caldonazzo),Italy,enemy vehicle park,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
897,7/11/1916,,,,,,,,,,,,,,,45.990796,11.265018,Monte Rovere (SE of Caldonazzo),Italy,enemy vehicle park,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
998,11/19/1917,,Italy,,,Airship,,,Night,1,M-15,,,,2200,45.704334,12.702626,Motta and Tezze,Italy,Bridges over the Livenza,,,,,,,,,,15000,6/10/2016
1149,3/10/1918,,Italy,,,Airship,,,Night,1,M-14,,,2800,2200,45.7667,12.6,Motta di Livenza,Italy,Airdrome,,,,,,,,,,15000,6/10/2016
1181,5/23/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.7667,12.6,Motta di Livenza,Italy,Airfield,,,,,,,,,,,6/10/2016
1256,7/16/1918,,USA,,,Caproni Ca.32,,,,1,,,PROPAGANDA,780,780,45.7667,12.6,Motta di livenza,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1275,7/23/1918,,USA,,,Caproni Ca.32,,,,1,,,PROPAGANDA,780,780,45.7667,12.6,Motta di Livenza,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1331,8/18/1918,,USA,,,Caproni Ca.32,,,,4,,,,3120,780,45.7667,12.6,Motta di Livenza,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1351,10/4/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.7667,12.6,Motta di Livenza,Italy,600 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
1410,10/28/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.7667,12.6,Motta di Livenza,Italy,Freight yard,,,,,,,,,,15000,6/10/2016
1334,8/20/1918,,USA,,,Caproni Ca.32,,,Night,1,,,PROPAGANDA,780,780,45.7667,12.6,Motta di Livenza,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1165,3/16/1918,,Italy,,,Airship,,,Night,1,M-15,,,,2200,45.7667,12.6,Motta di Livenza,,Airdrome,,,,,,,,,,15000,6/10/2016
1186,6/2/1918,,Italy,,,Caproni Ca.32,,,,,,,,10000,,45.7667,12.6,Motta di Livenza / Feltre,Italy,Enemy airfields,,,,,,,,,,,6/10/2016
1182,5/24/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.7667,12.6,Motta di Livenza / Feltre,Italy,Airfield,,,,,,,,,,,6/10/2016
1141,2/28/1918,,Italy,,,Caproni Ca.32,,,,,,,,12000,,45.7667,12.6,Motta di Livenza / Oderzo,Italy,Military Installations,,,,,,,,,,,6/10/2016
1142,3/6/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.7667,12.6,Motta di Livenza / Oderzo,Italy,Airfield/ troop column,,,,,,,,,,,6/10/2016
1318,9/7/1918,,Italy,,,Airship,,,Night,1,M-14,,,,2200,45.7667,12.6,Motta di livenza and Caorle,Italy,600 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
1257,7/16/1918,,USA,,,Caproni Ca.32,,,,2,,,PROPAGANDA,1560,780,45.7667,12.6,Motta di livenza and S. Stino,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1226,7/1/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,45.91638889,11.64277778,Mt Badenecche,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1031,9/2/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.25,11.01666667,Mt San Gabriele,Slovenia,Reverse of enemy positions,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1082,11/15/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.8862,11.53679,N of Asiago and Gallio Wood,Italy,Massing Troops,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1083,11/17/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.8862,11.53679,N of Asiago and Gallio Wood,Italy,Massing Troops,Padua / St. Pelagius,,,,,,,,,,6/10/2016
842,9/20/1915,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.7667,13.6,N of Duino,Italy,Viaduct,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1191,6/8/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.65,12.5167,N of Fossalta,Italy,Artillery and troops,,,,,,,,,,15000,6/10/2016
1110,12/17/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.85,11.7333,N of Mount Grappa,Italy,Enemy infantry,Padua / St. Pelagius,,,,,,,,,,6/10/2016
824,12/1/1916,,Italy,,,Caproni Ca.32,,,,,,,,,,45.866667,11.033333,N of Roverto,Italy,Volano Station,,,,,,,,,,,6/10/2016
815,2/17/1916,,Italy,,,Caproni Ca.32,,,,1,,,,,,45.74706839,13.67495623,Nabresina,Italy,,,,,,,,,,,,6/10/2016
930,6/26/1917,,Italy,,,Caproni Ca.32,,,,,,,,,,45.74706839,13.67495623,Nabresina / Prosecco,Italy,Military Installations,,,,,,,,,,,6/10/2016
982,6/27/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.74706839,13.67495623,Nabresina and Prosecco,Italy,Military Works,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
920,1/5/1917,,Italy,,,Caproni Ca.32,,,Night,1,,,,440,780,45.74706839,13.67495623,Nabresina and region of Mount Querceto (Hermada),Italy,Station,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1388,2/19/1917,,Italy,,,Airship,,,Night,1,M-9,,,,2200,45.851,13.584,NE of Comen,Slovenia,Barracks,Casarsa,45.952801,12.818901,,,,,,,15000,6/10/2016
1434,10/29/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,,,Near Chirano (Livenza),Italy,Bridges,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1203,7/1/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.5805556,12.6755556,near Grisolera,Italy,Enemy position,,,,,,,,,,15000,6/10/2016
994,11/19/1917,,Italy,,,Airship,,,Night,1,M-14,,,,2200,45.7667,12.6,Near Motta and Lorenzaga,Italy,Bridge over Livenza,,,,,,,,,,15000,6/10/2016
1038,12/8/1917,,Italy,,,Airship,,,Night,1,M-14,,,,2200,45.7667,12.6,Near Motta di Livenza,Italy,Truck Train,,,,,,,,,,15000,6/10/2016
1124,2/6/1918,,Italy,,,Airship,,,Night,1,M-14,,,,2200,45.7667,12.6,Near Motta di Livenza,Italy,Airdrome and freight yard,,,,,,,,,,15000,6/10/2016
1209,6/22/1918,,USA,,,Caproni Ca.32,,,,7,,,,5460,780,,,Near S. Lucia,Italy,Rail line,Padua / St. Pelagius,,,,,,,,,,6/10/2016
892,6/27/1916,,,,,,,,,,,,,,,46.743,12.97,Ober-Drauburg (between Villach and Toblach),Austria,Rail Station,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1310,8/31/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.78,12.4881,Oderrzo,Italy,500 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
1147,3/9/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.78,12.4881,Oderzo,Italy,MT Staging area,,,,,,,,,,,6/10/2016
1112,12/21/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.71583,12.46444,Old Piave,Italy,Enemy troops,Padua / St. Pelagius,,,,,,,,,,6/10/2016
822,8/12/1916,,Italy,,,Caproni Ca.32,,,,,,40,large bombs,,,45.0475,18.304444,Opcina,Italy,Station (Station destroyed),,,,,,,,,,,6/10/2016
979,7/22/1917,,Italy,,,Airship,,,Night,1,M-10,,,,2200,45.0475,18.304444,Opcina,Italy,Rail construction,Spilimbergo,46.1113,12.8991,,,,,,,15000,6/10/2016
852,4/19/1917,,Italy,,,Caproni Ca.32,,,,1,,,,,,45.0475,18.304444,Opcina,Italy,Station and rail line,,,,,,,,,,,6/10/2016
864,5/1/1917,,Italy,,,Caproni Ca.32,,,,2,,,,,,45.0475,18.304444,Opcina,Italy,Rail center,,,,,,,,,,,6/10/2016
806,9/12/1915,,Italy,,,Caproni Ca.32,,,,2,,,,,,45.851,13.584,Oppacchiasella,Italy,Enemy encampments,,,,,,,,,,,6/10/2016
1376,9/26/1916,,Italy,,,Airship,,,Night,1,M-9,,,,2200,45.851,13.584,Oppacchiasella and Comen,Slovenia,Military works,Casarsa,45.952801,12.818901,,,,,,,15000,6/10/2016
1258,8/10/1918,,Italy,,,Airship,,,Night,1,F-5,,,,2200,45.998968,12.33752,Osage and Vittorio Veneto,,700 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
957,5/16/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.906,13.701,Owcia Draga and Vogersko,Slovenia,,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1392,5/16/1917,,Italy,,,Airship,,,Night,1,M-9,,,,2200,45.906,13.701,Owcia Draga and Vogersko,Slovenia,Retreat between towns,Casarsa,45.952801,12.818901,,,,,,,15000,6/10/2016
1248,7/14/1918,,USA,,,Caproni Ca.32,,,,1,,,PROPAGANDA,780,780,,,Palazetto & S. Elena,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1453,11/2/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,45.9063889,13.3119444,Palmanova,Italy,Station,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1026,8/29/1917,,Italy,,,Caproni Ca.32,,,,40,,,,15400,385,45.990915,13.783184,Panovizza Wood [Chiapovano Valley (NE of Gorizia)],Slovenia,Enemy batteries,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1035,9/7/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.990915,13.783184,Panovizza Wood [Chiapovano Valley (NE of Gorizia)],Slovenia,Enemy batteries,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1230,7/2/1918,,USA,,,Caproni Ca.32,,,,6,,,,4680,780,46.338243,13.130384,Passerella,Slovenia,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1311,8/12/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,46.0666667,11.2333333,Pergine,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1369,9/14/1918,,USA,,,Caproni Ca.32,,,,3,,,,2340,780,46.0666667,11.2333333,Pergine,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1382,9/17/1918,,USA,,,Caproni Ca.32,,,Night,2,,,,1560,780,46.0666667,11.2333333,Pergine,Italy,Camp,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1079,1/26/1918,,Italy,,,Seaplanes,,,,,,,,,,45.8428,12.105,Piave,Italy,Military Installations,,,,,,,,,,,6/10/2016
1197,6/17/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8428,12.105,Piave,Italy,Bridges spanning river,,,,,,,,,,,6/10/2016
1198,6/22/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8428,12.105,Piave,Italy,Enemy immediate battlefield LOC's,,,,,,,,,,,6/10/2016
981,11/11/1917,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8428,12.105,Piave River (Left Bank),Italy,enemy troops,,,,,,,,,,,6/10/2016
1042,11/6/1917,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.184736,12.956937,Pinzano and Digano,Italy,Bridges,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1159,10/6/1918,,Italy,,,Airship,,,Night,1,M-11,,,,2200,46.1667,10.75,Pinzolo-Tiopne,Italy,600 kg. printed matter drop,Boscomantico,45.472,10.9279,,,,,,,15000,6/10/2016
1053,9/26/1917,,Italy,,,Caproni Ca.32,,,,,,,,10000,780,45.8572,13.7842,Podberdo (Bazza Valley) and Prosecco (coastal Line),Italy,,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1052,9/25/1917,,Italy,,,Caproni Ca.32,,,,,,,,8000,780,45.8572,13.7842,Podberdo (Bazza Valley) and Rifemberga (Carso),Slovenia,RR and Station,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
945,9/23/1917,,Italy,,,Caproni Ca.32,,,,1,,,,,,46.167,13.817,Podmelec,Slovenia,enemy installations,,,,,,,,,,,6/10/2016
948,9/23/1917,,Italy,,,Airship,,,Night,1,M-14,,,,2200,46.167,13.817,Podmelec and Grahovo,Slovenia,Barracks and dump between towns,,,,,,,,,,15000,6/10/2016
949,5/12/1917,,Italy,,,Caproni Ca.32,,,,1,,,,780,780,44.870302,13.845555,Pola,Italy,Arsenal,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1000,8/2/1917,,Italy,,,Caproni Ca.32,,,,30,,,,,780,44.870302,13.845555,Pola,Italy,Arsenal and military works,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1001,8/3/1917,,Italy,,,Caproni Ca.32,,,,30,,,,,780,44.870302,13.845555,Pola,Italy,Arsenal and military works,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1032,9/3/1917,,Italy,,,Caproni Ca.32,,,,30,,,,18000,780,44.871031,13.838065,Pola,Italy,Ships in harbor and Fasana Canal,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1055,9/27/1917,,Italy,,,Caproni Ca.32,,,Night,,,,,6000,780,44.871031,13.838065,Pola,Italy,Arsenal and sub base,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1363,10/23/1918,,Italy,,,Caproni Ca.32,,,,1,,,,,,44.871031,13.838065,Pola,Italy,Arsenal,,,,,,,,,,,6/10/2016
1260,7/17/1918,,USA,,,Caproni Ca.32,,,,7,,,,5460,780,44.871031,13.838065,Pola,Italy,Port,Padua / St. Pelagius,,,,,,,,,,6/10/2016
953,10/3/1917,,Italy,,,Caproni Ca.32,,,,,,,,8800,,44.871031,13.838065,Pola,Italy,Military Targets,,,,,,,,,,,6/10/2016
1004,8/8/1917,,Italy,,,Caproni Ca.32,,,night,36,,,260mm/162mm,13000,361.1111111,44.870302,13.845555,Pola,Italy,"""Arsenal, enemy fleet in harbor""",Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1236,7/18/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,44.871031,13.838065,Pola,,Shipyard,,,,,,,,,,,6/10/2016
1288,8/15/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.637,12.981,Porto di baseleghe,Italy,600 kg of printed matter drop,,,,,,,,,,15000,6/10/2016
1148,3/10/1918,,Italy,,,Airship,,,Night,1,F-5,,,2800,2200,45.859,12.535,Portobuffole,Italy,Airdrome,,,,,,,,,,15000,6/10/2016
1281,7/30/1918,,USA,,,Caproni Ca.32,,,,6,,,,4680,780,45.859,12.535,Portobuffole,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1435,10/29/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,45.88261,12.533463,Portobuffole to Brugnera,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1436,10/29/1918,,USA,,,Caproni Ca.32,,,,3,,,,2340,780,45.893129,12.529279,Portobuffole to Brugnera,Italy,Bridges,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1441,10/30/1918,,USA,,,Caproni Ca.32,,,,2,,,,1560,780,45.88261,12.533463,Portobuffole to Brugnera,Italy,Railroad,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1442,10/30/1918,,USA,,,Caproni Ca.32,,,,1,,,,780,780,45.893129,12.529279,Portobuffole to Brugnera,Italy,Bridges,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1046,12/8/1917,,Italy,,,Airship,,,Night,1,M-15,,,,2200,45.7753,12.8386,Portogruaro,Italy,Rail Station,,,,,,,,,,15000,6/10/2016
1221,6/28/1918,,USA,,,Caproni Ca.32,,,,3,,,,2340,780,45.7753,12.8386,Portogruaro,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1225,7/16/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.7753,12.8386,Portogruaro,Italy,Rail Station and printed matter drop,,,,,,,,,,15000,6/10/2016
1255,8/8/1918,,Italy,,,Airship,,,Night,1,M-19,,,,2200,45.7753,12.8386,Portogruaro,Italy,Rail Station and printed matter drop,,,,,,,,,,15000,6/10/2016
1261,7/17/1918,,USA,,,Caproni Ca.32,,,,2,,,PROPAGANDA,1560,780,45.7753,12.8386,Portogruaro,Italy,,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1342,10/4/1918,,Italy,,,Airship,,,Night,1,F-5,,,,2200,45.7753,12.8386,Portogruaro,Italy,Rail Station and printed matter drop,,,,,,,,,,15000,6/10/2016
1214,6/24/1918,,USA,,,Caproni Ca.32,,,,3,,,,2340,780,45.8167,12.7333,Pramaggiore,,Rail Station,Padua / St. Pelagius,,,,,,,,,,6/10/2016
1175,5/4/1918,,Italy,,,Airship,,,Night,1,M-15,,,,2200,45.8309,11.7022,Primolano,Italy,Rail Station,,,,,,,,,,15000,6/10/2016
1307,8/31/1918,,Italy,,,Airship,,,Night,1,F-5,,,,2200,45.8309,11.7022,Primolano,Italy,"""Bombed Station at Primolano, printed matter drop at Fonzaso""",,,,,,,,,,15000,6/10/2016
1324,9/15/1918,,Italy,,,Airship,,,Night,1,F-5,,,,2200,45.8309,11.7022,Primolano,Italy,"""Bombed Station at Primolano, printed matter drop at Fonzaso""",,,,,,,,,,15000,6/10/2016
1352,10/6/1918,,Italy,,,Airship,,,Night,1,F-5,,,,2200,45.8309,11.7022,Primolano,Italy,"""Bombed Station at Primolano, printed matter drop in vicinity""",,,,,,,,,,15000,6/10/2016
1071,1/13/1918,,Italy,,,Caproni Ca.32,,,,,,,,,,45.8309,11.7022,Primolano,Italy,Arsenals and camps,,,,,,,,,,,6/10/2016
1146,2/6/1918,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.8309,11.7022,Primolano / San Giacomo di Veglia,Italy,Enemy troops / Aviation ground,Padua / St. Pelagius,,,,,,,,,,6/10/2016
882,5/10/1917,,Italy,,,Seaplanes,,,,,,,,,,45.717,13.767,Prosecco,Italy,Aerodrome,,,,,,,,,,,6/10/2016
956,2/25/1917,,Italy,,,Airship,,,Night,1,M-10,,,,2200,45.717,13.767,Prosecco,Italy,Airdrome,Spilimbergo,46.1113,12.8991,,,,,,,15000,6/10/2016
983,6/30/1917,,Italy,,,Caproni Ca.32,,,,,,,,,780,45.717,13.767,Prosecco,Italy,Enemy airdrome,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1389,2/21/1917,,Italy,,,Airship,,,Night,1,M-9,,,,2200,45.717,13.767,Prosecco,Italy,Airdrome,Casarsa,45.952801,12.818901,,,,,,,15000,6/10/2016
826,12/7/1916,,Italy,,,Caproni Ca.32,,,,,,,,,,45.717,13.767,Prosecco  / Trieste,Italy,Enemy airfield / Seplane base on Trieste pier,,,,,,,,,,,6/10/2016
937,8/30/1917,,Italy,,,Caproni Ca.32,,,,,,,,,,45.990915,13.783184,Provizza forest,Italy,Enemy Battery,,,,,,,,,,,6/10/2016
902,8/11/1916,,Italy,,,Caproni Ca.32,,,,18,,,,6000,333.3333333,45.89,13.7180556,Prvacina & Dornberg,Slovenia,Rail station and Military Depots,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
904,8/15/1916,,Italy,,,Caproni Ca.32,,,,14,,90,60 lb bombs,5400,385.7142857,45.89,13.7180556,Prvacina & Dornberg,Slovenia,Rail station and Military Depots,Pordenone,46.031889,12.596472,,,,,,,,6/10/2016
1391,4/21/1917,,Italy,,,Airship,,,Night,1,M-9,,,,2200,45.887506,13.720051,Prwacina,Slovenia,Rail Yard,Casarsa,45.952801,12.818901,,,,,,,15000,6/10/2016
